,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
2265,Mercedes-Benz,5000.0,van,400,2.2,Diesel,yes,1999,GLE-Class
2266,Mercedes-Benz,1200.0,sedan,240,2.4,Petrol,no,1999,A6 Allroad
2267,Volkswagen,6500.0,sedan,190,1.9,Diesel,yes,2006,Duster
2268,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015,Kangoo
2269,BMW,104999.0,crossover,2,3.0,Diesel,yes,2016,S 350
2270,Renault,4650.0,van,165,1.5,Diesel,yes,2003,Golf III
2271,Audi,12500.0,sedan,165,2.4,Petrol,yes,2006,Land Cruiser 105
2272,Volkswagen,10250.0,sedan,144,2.0,Diesel,yes,2008,A6
2273,Audi,23500.0,other,83,2.0,Petrol,yes,2009,530
2274,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,Rav 4
2275,Mercedes-Benz,8300.0,sedan,233,3.2,Diesel,yes,2001,T5 (Transporter)
2276,Mercedes-Benz,39900.0,sedan,84,5.5,Petrol,yes,2011,316
2277,Mercedes-Benz,5200.0,van,400,2.9,Diesel,yes,1999,Auris
2278,Audi,31500.0,sedan,140,2.0,Diesel,yes,2012,Logan
2279,BMW,4800.0,sedan,11,2.5,Diesel,yes,1994,X5
2280,Volkswagen,21550.0,crossover,58,1.4,Petrol,yes,2014,Golf IV
2281,Audi,42900.0,crossover,140,3.0,Diesel,yes,2013,Grand Scenic
2282,Audi,2600.0,sedan,160,2.5,Diesel,no,2002,A6
2283,Volkswagen,31310.0,van,0,2.0,Diesel,yes,2014,Passat B4
2284,Volkswagen,11800.0,van,230,1.9,Diesel,yes,2009,735
2285,Mercedes-Benz,107000.0,van,0,2.2,Diesel,yes,2016,Caddy
2286,BMW,9800.0,sedan,264,3.0,Diesel,yes,2001,320
2287,Volkswagen,7950.0,van,144,2.0,Gas,yes,2012,B-Class Electric Drive
2288,Mercedes-Benz,9000.0,crossover,220,3.2,Gas,yes,1999,E-Class
2289,BMW,7400.0,sedan,279,3.5,Gas,yes,1998,Trafic
2290,Toyota,24000.0,sedan,60,2.5,Gas,yes,2014,Sprinter 208
2291,Mercedes-Benz,4800.0,sedan,199,3.2,Diesel,yes,1999,CLS 400
2292,Toyota,22000.0,crossover,155,2.7,Gas,yes,2008,250
2293,BMW,42500.0,crossover,29,3.0,Petrol,yes,2011,S 430
2294,Toyota,17200.0,crossover,149,4.7,Petrol,yes,2008,X1
2295,Renault,8100.0,crossover,90,1.9,Diesel,yes,2005,Lancer X
2296,Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012,Camry
2297,Volkswagen,30000.0,sedan,67,2.0,Diesel,yes,2013,Polo
2298,Volkswagen,7700.0,van,247,1.9,Diesel,yes,2002,Passat B7
2299,BMW,32500.0,sedan,148,3.0,Petrol,yes,2011,C-Class
2300,BMW,18700.0,crossover,260,3.0,Diesel,yes,2006,FJ Cruiser
2301,Renault,8100.0,van,219,2.5,Diesel,yes,2010,Q7
2302,Toyota,5050.0,hatch,138,1.0,Petrol,yes,2001,CLK 230
2303,Mercedes-Benz,11800.0,van,165,2.2,Diesel,yes,2012,Lancer X
2304,Audi,2000.0,sedan,360,1.6,Other,no,1996,730
2305,Mercedes-Benz,19200.0,sedan,173,5.0,Petrol,yes,2007,530
2306,BMW,16400.0,sedan,187,4.8,Gas,yes,2007,Trafic
2307,BMW,6300.0,sedan,330,2.5,Petrol,yes,1999,LT
2308,Mitsubishi,15000.0,crossover,295,2.8,Diesel,yes,2004,Passat B5
2309,Toyota,23000.0,other,211,4.0,Gas,yes,2007,Passat B5
2310,Mercedes-Benz,23700.0,sedan,86,1.8,Gas,yes,2013,A6
2311,BMW,11900.0,sedan,160,2.5,Petrol,yes,2005,Passat B6
2312,Audi,7900.0,sedan,274,1.8,Gas,yes,2003,Lancer
2313,Mercedes-Benz,4400.0,sedan,308,3.2,Gas,no,2000,Touareg
2314,Volkswagen,9900.0,other,181,1.6,Diesel,yes,2012,Rav 4
2315,Volkswagen,6900.0,hatch,113,1.4,Petrol,yes,2003,Polo
2316,Mercedes-Benz,71999.0,crossover,0,2.2,Diesel,yes,2016,535
2317,BMW,11800.0,crossover,210,3.0,Diesel,no,2006,Caddy
2318,Renault,10999.0,van,207,2.0,Diesel,yes,2012,Vito
2319,Mitsubishi,18900.0,crossover,93,3.8,Gas,yes,2008,CL 500
2320,Toyota,28900.0,crossover,120,3.5,Petrol,yes,2011,116
2321,Toyota,15500.0,crossover,130,2.0,Petrol,yes,2008,Sprinter 316
2322,BMW,63000.0,crossover,0,2.0,Diesel,yes,2015,S 350
2323,Toyota,11700.0,sedan,145,2.4,Petrol,yes,2007,Tundra
2324,BMW,4999.0,sedan,327,3.0,Diesel,no,2001,525
2325,Toyota,13300.0,crossover,140,2.4,Petrol,yes,2007,Q5
2326,Mercedes-Benz,8200.0,sedan,260,3.0,Diesel,yes,1997,X5
2327,Renault,8900.0,van,150,2.0,Diesel,yes,2009,Golf VII
2328,BMW,60500.0,sedan,110,3.0,Diesel,yes,2011,A6
2329,BMW,8900.0,sedan,294,2.2,Gas,yes,2000,Camry
2330,BMW,69500.0,sedan,62,4.4,Petrol,yes,2013,S 550
2331,Volkswagen,9000.0,hatch,95,1.6,Gas,yes,2005,Caddy
2332,BMW,17800.0,crossover,265,3.0,Diesel,yes,2005,520
2333,Mercedes-Benz,2100.0,other,350,2.4,Diesel,yes,1988,Avensis
2334,Toyota,10700.0,sedan,57,1.3,Petrol,yes,2010,Kangoo
2335,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010,Passat CC
2336,Mitsubishi,9800.0,crossover,92,2.0,Petrol,yes,2008,Golf II
2337,Volkswagen,35900.0,van,132,2.0,Diesel,yes,2011,Celica
2338,Toyota,7500.0,hatch,135,1.0,Petrol,yes,2008,X5
2339,Renault,2500.0,sedan,105,1.4,Petrol,yes,1990,Passat B7
2340,Audi,39999.0,crossover,100,3.0,Diesel,yes,2011,Lancer X
2341,Volkswagen,22000.0,crossover,123,3.0,Diesel,yes,2009,ML 320
2342,Toyota,9800.0,sedan,65,1.6,Petrol,yes,2009,Symbol
2343,BMW,29999.0,other,73,2.0,Petrol,yes,2012,220
2344,Mercedes-Benz,7500.0,sedan,350,2.2,Diesel,yes,2003,Sharan
2345,Toyota,12500.0,sedan,138,3.5,Petrol,yes,2007,750
2346,BMW,39500.0,crossover,115,4.4,Petrol,yes,2010,A6
2347,Volkswagen,10600.0,van,240,2.5,Diesel,yes,2009,S 500
2348,Mitsubishi,18200.0,crossover,147,3.2,Diesel,yes,2008,Passat B6
2349,Audi,4800.0,other,207,2.0,Petrol,yes,2002,Passat B3
2350,BMW,3999.0,sedan,238,1.8,Petrol,yes,1996,Lancer X
2351,Toyota,35500.0,crossover,165,4.0,Gas,yes,2011,Touran
2352,Toyota,13500.0,sedan,158,2.4,Gas,yes,2008,Land Cruiser Prado
2353,Mercedes-Benz,17500.0,sedan,130,3.0,Petrol,yes,2007,520
2354,Mercedes-Benz,59999.0,sedan,11,4.7,Petrol,yes,2012,E-Class
2355,Mercedes-Benz,7999.0,van,255,2.2,Diesel,yes,2004,A6
2356,Toyota,16000.0,sedan,89,1.8,Other,yes,2011,Lancer X
2357,BMW,5850.0,sedan,250,4.5,Gas,yes,2001,Caddy
2358,Renault,7999.0,van,154,1.5,Diesel,yes,2008,Land Cruiser 200
2359,Renault,8900.0,van,181,1.9,Diesel,yes,2006,Passat B3
2360,BMW,43719.0,crossover,0,2.0,Petrol,yes,2016,Megane
2361,Volkswagen,8800.0,van,193,2.5,Diesel,yes,2005,Vito
2362,Volkswagen,9990.0,van,194,1.6,Diesel,yes,2011,Outlander
2363,Volkswagen,17999.0,sedan,80,1.8,Petrol,yes,2012,320
2364,Mercedes-Benz,37500.0,other,94,5.5,Petrol,yes,2009,Megane
2365,Audi,20500.0,sedan,155,3.0,Petrol,yes,2010,Camry
2366,Audi,4999.0,crossover,242,2.5,Diesel,no,2003,Caddy
2367,Mercedes-Benz,4100.0,crossover,1,3.5,Petrol,yes,2007,A4
2368,Mercedes-Benz,17499.0,sedan,145,1.8,Petrol,yes,2008,Camry
2369,Audi,8200.0,other,326,2.5,Diesel,yes,2002,Land Cruiser 200
2370,Volkswagen,7000.0,sedan,185,2.8,Gas,yes,2004,730
2371,Volkswagen,9200.0,vagon,107,1.6,Petrol,yes,2010,A6
2372,Volkswagen,4000.0,hatch,105,2.0,Other,yes,2013,Outlander XL
2373,Renault,17500.0,crossover,20,1.5,Diesel,yes,2016,E-Class
2374,BMW,1950.0,sedan,162,1.6,Petrol,no,1995,Kangoo
2375,Audi,11000.0,other,120,1.8,Petrol,yes,2000,Corolla
2376,Audi,7750.0,sedan,259,3.0,Diesel,no,2005,Caddy
2377,Volkswagen,24300.0,sedan,1,1.6,Diesel,yes,2016,Vito
2378,Renault,4100.0,van,190,1.9,Diesel,yes,2002,Venza
2379,Mercedes-Benz,69900.0,crossover,69,3.0,Diesel,yes,2014,Vito
2380,Volkswagen,29999.0,other,129,2.0,Diesel,yes,2014,Q5
2381,Renault,11999.0,vagon,188,1.5,Other,yes,2012,80
2382,Volkswagen,13900.0,vagon,122,1.4,Gas,yes,2013,Passat B5
2383,BMW,8900.0,vagon,274,2.0,Diesel,no,2007,Q5
2384,Audi,26000.0,sedan,105,2.0,Petrol,yes,2012,Outlander XL
2385,BMW,2700.0,other,287,2.5,Diesel,no,1998,Passat B5
2386,Toyota,12500.0,sedan,140,3.5,Gas,yes,2007,Passat B3
2387,BMW,4500.0,sedan,28,1.9,Petrol,yes,1995,ML 350
2388,Toyota,88000.0,crossover,3,4.5,Diesel,yes,2016,GLE-Class
2389,Mitsubishi,8700.0,sedan,143,2.0,Gas,yes,2007,Land Cruiser 200
2390,Volkswagen,17200.0,van,230,3.2,Gas,yes,2008,Tiguan
2391,Toyota,30600.0,crossover,39,2.2,Diesel,yes,2014,Space Wagon
2392,Mercedes-Benz,15300.0,sedan,240,2.2,Diesel,yes,2006,G 55 AMG
2393,Toyota,73900.0,crossover,1,4.5,Diesel,yes,2016,GLS 400
2394,Volkswagen,12500.0,sedan,84,2.0,Petrol,yes,2007,Q3
2395,Mercedes-Benz,30500.0,crossover,150,5.5,Petrol,yes,2002,200
2396,BMW,64900.0,crossover,73,3.0,Diesel,yes,2013,Sprinter 313
2397,Toyota,11200.0,sedan,179,2.4,Petrol,yes,2006,Camry
2398,BMW,9900.0,other,93,2.5,Petrol,yes,2003,Camry
2399,Mercedes-Benz,55000.0,sedan,34,2.2,Diesel,yes,2011,Yaris
2400,Volkswagen,3000.0,vagon,250,1.9,Diesel,yes,1992,Grand Scenic
2401,BMW,33000.0,sedan,147,3.0,Diesel,yes,2009,Laguna
2402,Renault,13000.0,hatch,75,2.0,Petrol,yes,2013,Rav 4
2403,Mercedes-Benz,33900.0,other,102,5.0,Petrol,yes,2008,Vito
2404,BMW,17500.0,crossover,210,3.0,Diesel,yes,2005,T5 (Transporter)
2405,Audi,33000.0,crossover,60,2.0,Petrol,yes,2011,Touran
2406,Volkswagen,11999.0,sedan,240,1.6,Petrol,yes,2010,Vito
2407,Toyota,14700.0,sedan,141,3.5,Petrol,yes,2008,Pajero Wagon
2408,Audi,2600.0,vagon,253,1.8,Gas,no,1997,Land Cruiser 200
2409,BMW,10900.0,sedan,375,4.4,Gas,yes,2001,E-Class
2410,Toyota,99999.0,crossover,0,4.5,Diesel,yes,2016,Caddy
2411,Toyota,3900.0,hatch,160,1.0,Petrol,yes,1999,Vito
2412,Renault,5700.0,van,275,1.9,Diesel,yes,2002,520
2413,Audi,90999.0,sedan,4,3.0,Diesel,yes,2015,Trafic
2414,Mercedes-Benz,25500.0,sedan,137,2.2,Diesel,yes,2012,GLE-Class
2415,BMW,3300.0,sedan,360,2.5,Petrol,yes,1992,Trafic
2416,Toyota,28700.0,crossover,80,3.5,Gas,yes,2012,S 320
2417,Volkswagen,9300.0,van,200,1.6,Diesel,yes,2011,X5
2418,Toyota,9400.0,sedan,148,1.8,Gas,yes,2008,530
2419,Audi,23000.0,crossover,180,3.6,Gas,yes,2007,Koleos
2420,BMW,4500.0,sedan,370,4.0,Petrol,yes,1993,Logan
2421,Mitsubishi,23900.0,crossover,1,1.8,Petrol,yes,2015,530
2422,Mercedes-Benz,107999.0,crossover,0,3.0,Diesel,yes,2016,Symbol
2423,Volkswagen,12900.0,sedan,157,1.8,Gas,yes,2008,Kangoo
2424,Mercedes-Benz,14900.0,van,211,2.2,Other,yes,2012,100
2425,Volkswagen,15900.0,other,160,1.8,Petrol,yes,2010,Polo
2426,Volkswagen,9300.0,van,154,2.0,Gas,yes,2010,Land Cruiser 200
2427,Mercedes-Benz,7000.0,other,260,2.2,Diesel,yes,2000,Lancer X
2428,Mitsubishi,14700.0,crossover,240,3.2,Diesel,yes,2006,Kangoo
2429,Toyota,21800.0,crossover,63,2.0,Petrol,yes,2013,S 350
2430,Audi,68000.0,crossover,20,3.0,Petrol,yes,2014,Venza
2431,Mercedes-Benz,7000.0,sedan,370,2.2,Petrol,yes,1995,Trafic
2432,Mercedes-Benz,70000.0,other,21,6.0,Petrol,yes,2008,Yaris
2433,Volkswagen,22000.0,sedan,65,2.0,Petrol,yes,2012,Pajero Sport
2434,Mercedes-Benz,18900.0,other,50,3.5,Petrol,yes,2005,Camry
2435,BMW,9700.0,sedan,267,2.0,Diesel,yes,2002,E-Class
2436,Volkswagen,4850.0,vagon,300,1.9,Diesel,yes,1998,Auris
2437,Mercedes-Benz,8700.0,other,260,2.2,Diesel,yes,2003,ML 350
2438,Toyota,14700.0,sedan,139,3.5,Petrol,yes,2008,E-Class
2439,Volkswagen,23999.0,sedan,1,1.6,Diesel,yes,2016,Vito
2440,Mitsubishi,24500.0,crossover,11,2.5,Diesel,yes,2012,Outlander XL
2441,Mercedes-Benz,23500.0,van,161,2.2,Diesel,yes,2011,Viano
2442,Volkswagen,10000.0,van,160,1.6,Diesel,yes,2012,Multivan
2443,Volkswagen,9700.0,van,255,2.5,Diesel,yes,2002,Outlander
2444,Renault,7000.0,vagon,280,1.5,Diesel,yes,2005,Kangoo
2445,Renault,1550.0,other,245,2.0,Petrol,no,1998,525
2446,Mercedes-Benz,47600.0,van,0,2.2,Diesel,yes,2016,Land Cruiser 100
2447,Toyota,27000.0,other,105,2.5,Diesel,yes,2013,A4
2448,BMW,65000.0,crossover,0,2.5,Diesel,yes,2016,ML 63 AMG
2449,Renault,20007.0,sedan,2,1.5,Diesel,yes,2015,A5
2450,Volkswagen,15500.0,crossover,167,3.2,Petrol,yes,2006,Jetta
2451,Volkswagen,3999.0,hatch,152,1.0,Petrol,yes,2000,Corolla
2452,BMW,19990.0,sedan,1,2.0,Diesel,yes,2008,A6 Allroad
2453,Mercedes-Benz,38000.0,sedan,42,1.6,Petrol,yes,2014,Passat B6
2454,Volkswagen,20477.54,van,1,1.6,Diesel,yes,2015,A6 Allroad
2455,Volkswagen,9650.0,vagon,200,1.4,Gas,yes,2009,G 63 AMG
2456,BMW,37500.0,crossover,115,3.0,Diesel,yes,2008,Pajero Sport
2457,Mercedes-Benz,12700.0,van,193,2.2,Diesel,yes,2011,S 350
2458,Toyota,4500.0,hatch,207,1.3,Petrol,yes,1995,Vito
2459,Mercedes-Benz,2400.0,sedan,3,3.0,Diesel,yes,1998,Caddy
2460,Mercedes-Benz,6999.0,sedan,330,2.0,Petrol,yes,1997,Caddy
2461,Volkswagen,8900.0,van,169,1.9,Diesel,yes,2008,A6
2462,Mitsubishi,7999.0,sedan,78,1.5,Gas,yes,2011,Camry
2463,Volkswagen,13500.0,van,124,2.0,Diesel,yes,2013,C-Class
2464,Mercedes-Benz,109999.0,crossover,1,3.0,Diesel,yes,2016,Golf VII
2465,Mercedes-Benz,14100.0,van,138,2.2,Diesel,yes,2009,Passat B5
2466,Volkswagen,4600.0,other,290,1.9,Diesel,yes,1995,S 600
2467,Mercedes-Benz,3250.0,sedan,250,4.0,Diesel,no,2002,A6
2468,Mercedes-Benz,19500.0,sedan,157,3.5,Petrol,yes,2006,Vento
2469,Audi,2300.0,vagon,25,2.5,Diesel,no,1999,Vito
2470,Toyota,11700.0,sedan,131,2.4,Petrol,yes,2007,Passat B6
2471,Audi,7000.0,vagon,210,3.0,Diesel,no,2006,ASX
2472,BMW,6950.0,sedan,320,4.4,Gas,yes,1997,Sprinter 313
2473,Mitsubishi,4500.0,sedan,300,1.6,Gas,yes,2000,Polo
2474,Renault,12500.0,vagon,150,1.5,Diesel,yes,2011,Hiace
2475,BMW,2200.0,sedan,290,2.5,Gas,yes,1997,E-Class
2476,Renault,10750.0,hatch,136,1.5,Diesel,yes,2011,ML 270
2477,Mitsubishi,8400.0,sedan,91,1.5,Petrol,yes,2009,GL 350
2478,Volkswagen,28500.0,sedan,50,2.0,Petrol,yes,2013,C-Class
2479,BMW,44800.0,sedan,63,4.4,Petrol,yes,2012,Passat B5
2480,Toyota,11707.8,hatch,1,1.0,Petrol,yes,2016,Passat B6
2481,BMW,32500.0,sedan,131,2.0,Diesel,yes,2010,Jetta
2482,Renault,10500.0,vagon,165,1.5,Diesel,yes,2012,A6
2483,Mercedes-Benz,11999.0,other,215,2.2,Diesel,yes,2007,Avensis
2484,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011,Q7
2485,BMW,6100.0,sedan,205,1.8,Petrol,yes,2001,Fluence
2486,Volkswagen,12300.0,other,248,1.9,Diesel,yes,2010,S 350
2487,Toyota,11750.0,sedan,69,1.6,Petrol,yes,2013,Caddy
2488,BMW,52300.0,sedan,55,3.0,Diesel,yes,2013,Lancer
2489,Audi,30900.0,crossover,70,2.0,Petrol,yes,2012,Polo
2490,Volkswagen,5200.0,van,235,2.0,Diesel,yes,2005,A6
2491,BMW,26800.0,sedan,47,2.0,Petrol,yes,2013,Lancer X
2492,Volkswagen,74000.0,crossover,1,3.0,Diesel,yes,2015,Caddy
2493,Renault,10700.0,van,150,1.9,Diesel,yes,2006,Caddy
2494,Mercedes-Benz,17500.0,vagon,113,2.2,Diesel,yes,2010,E-Class
2495,Toyota,30800.0,crossover,56,2.7,Gas,yes,2011,E-Class
2496,Volkswagen,2800.0,hatch,140,1.4,Petrol,no,2002,Caddy
2497,Mercedes-Benz,12600.0,sedan,123,3.2,Petrol,yes,2000,Rav 4
2498,Volkswagen,17500.0,sedan,144,1.4,Petrol,yes,2012,A8
2499,Toyota,68000.0,crossover,67,4.5,Diesel,yes,2012,535
2500,Toyota,34000.0,crossover,44,3.5,Petrol,yes,2012,Prius
2501,Toyota,28900.0,crossover,20,2.5,Petrol,yes,2013,S8
2502,Volkswagen,9900.0,van,230,1.9,Diesel,yes,2008,Trafic
2503,Toyota,46500.0,other,4,3.0,Diesel,yes,2016,X1
2504,BMW,24700.0,other,85,4.4,Petrol,yes,2004,CL 550
2505,Volkswagen,3400.0,van,175,1.4,Petrol,yes,2003,Golf Variant
2506,Mitsubishi,7700.0,sedan,139,1.5,Petrol,yes,2008,X5
2507,Toyota,19000.0,crossover,263,4.2,Diesel,yes,2001,Trafic
2508,BMW,3500.0,sedan,185,2.0,Diesel,no,2002,Yaris
2509,Volkswagen,14800.0,other,177,2.0,Diesel,yes,2012,Vito
2510,Mitsubishi,36000.0,crossover,0,2.4,Petrol,yes,2016,Pajero Wagon
2511,Volkswagen,13995.0,van,147,1.6,Diesel,yes,2013,Galant
2512,Toyota,9900.0,sedan,130,2.3,Gas,yes,2006,Smart
2513,Mitsubishi,7500.0,hatch,138,1.3,Petrol,yes,2008,Caddy
2514,Volkswagen,24800.0,sedan,2,1.6,Diesel,yes,2016,Vito
2515,Renault,7100.0,hatch,127,2.0,Gas,yes,2006,316
2516,Toyota,45000.0,crossover,80,4.0,Petrol,yes,2013,Kangoo
2517,Mercedes-Benz,2499.0,sedan,300,3.0,Diesel,no,1999,GLE-Class
2518,Mitsubishi,9500.0,sedan,136,2.0,Petrol,yes,2008,Camry
2519,BMW,21000.0,sedan,186,3.0,Petrol,yes,2007,Logan
2520,Volkswagen,11450.0,van,140,2.0,Diesel,yes,2010,Rav 4
2521,Volkswagen,66346.0,crossover,0,3.0,Diesel,yes,2016,Land Cruiser 200
2522,Volkswagen,8200.0,hatch,164,1.4,Petrol,yes,2008,Laguna
2523,Renault,4599.0,van,190,1.5,Diesel,yes,2003,T5 (Transporter)
2524,Volkswagen,8900.0,sedan,62,1.6,Petrol,yes,2012,A 170
2525,Toyota,13900.0,hatch,79,1.6,Gas,yes,2012,525
2526,BMW,5500.0,sedan,200,3.5,Gas,yes,1998,A6
2527,Mercedes-Benz,5500.0,sedan,360,2.0,Gas,yes,1994,Lancer
2528,Volkswagen,5950.0,van,213,1.6,Gas,yes,2008,520
2529,Mitsubishi,18999.0,crossover,173,3.8,Gas,yes,2008,G 500
2530,Mercedes-Benz,124000.0,crossover,0,3.0,Petrol,yes,2016,Space Star
2531,Volkswagen,11500.0,sedan,130,2.0,Diesel,yes,2008,328
2532,Mercedes-Benz,4500.0,sedan,240,3.2,Other,no,2005,FJ Cruiser
2533,BMW,34900.0,crossover,35,3.0,Petrol,yes,2011,Outlander XL
2534,Mitsubishi,12999.0,crossover,84,2.4,Petrol,yes,2009,S 350
2535,Toyota,20900.0,crossover,180,4.7,Gas,yes,2004,Vito
2536,Mercedes-Benz,26900.0,sedan,150,5.5,Petrol,yes,2008,Jetta
2537,Volkswagen,49999.0,van,59,2.0,Diesel,yes,2014,Amarok
2538,Mercedes-Benz,4000.0,crossover,287,4.0,Diesel,no,2003,E-Class
2539,Volkswagen,52300.0,crossover,19,3.0,Diesel,yes,2014,Passat B7
2540,Mercedes-Benz,29500.0,sedan,37,1.8,Petrol,yes,2012,Espace
2541,Volkswagen,19100.0,other,120,1.4,Petrol,yes,2012,Polo
2542,BMW,45500.0,other,26,2.0,Diesel,yes,2015,530
2543,BMW,7200.0,sedan,255,2.8,Petrol,yes,1998,A8
2544,BMW,24700.0,vagon,142,2.0,Diesel,yes,2012,Jetta
2545,Toyota,21000.0,crossover,74,2.0,Petrol,yes,2011,SL 500 (550)
2546,Mitsubishi,14500.0,crossover,90,3.0,Petrol,yes,2008,Land Cruiser Prado
2547,Mercedes-Benz,13800.0,sedan,222,3.0,Gas,yes,2007,Tacoma
2548,Volkswagen,25999.0,sedan,60,1.8,Petrol,yes,2014,325
2549,Volkswagen,9555.0,sedan,174,2.0,Petrol,yes,2007,S 350
2550,Renault,9700.0,van,152,2.0,Diesel,yes,2010,S 500
2551,Renault,11700.0,van,150,2.3,Diesel,yes,2012,Prius
2552,Volkswagen,5300.0,vagon,259,1.6,Gas,yes,1995,CLK 200
2553,Audi,22500.0,sedan,159,5.2,Petrol,yes,2008,Passat B3
2554,Renault,8300.0,van,221,1.5,Diesel,yes,2009,528
2555,Volkswagen,4900.0,van,198,1.6,Petrol,no,2004,B 200
2556,BMW,8100.0,sedan,245,2.0,Diesel,no,2007,645
2557,Volkswagen,4400.0,sedan,290,1.8,Gas,yes,1997,Q7
2558,BMW,9500.0,crossover,110,3.0,Diesel,no,2008,A6
2559,Audi,9500.0,vagon,160,2.7,Gas,yes,2003,E-Class
2560,Toyota,4350.0,sedan,35,2.2,Gas,yes,1999,Jetta
2561,Volkswagen,10000.0,van,224,2.5,Diesel,yes,2006,Camry
2562,BMW,65000.0,crossover,58,4.4,Petrol,yes,2014,118
2563,Renault,8200.0,hatch,79,1.6,Petrol,yes,2008,Megane
2564,Volkswagen,22000.0,crossover,98,2.0,Diesel,yes,2013,Galant
2565,Volkswagen,13300.95,sedan,0,1.6,Petrol,yes,2016,Vito
2566,Volkswagen,9300.0,vagon,150,2.0,Petrol,yes,2008,E-Class
2567,Volkswagen,6700.0,van,300,2.4,Diesel,yes,2000,Caddy
2568,Mercedes-Benz,3900.0,sedan,385,1.8,Petrol,yes,1995,Touareg
2569,Mercedes-Benz,2150.0,sedan,360,2.9,Diesel,no,1997,X5
2570,Renault,11111.0,vagon,190,1.5,Diesel,yes,2011,Kangoo
2571,Renault,7500.0,other,160,2.0,Gas,yes,2006,ASX
2572,BMW,99999.0,other,0,3.0,Petrol,yes,2016,A6
2573,Volkswagen,20500.0,hatch,56,2.0,Diesel,yes,2014,Passat B6
2574,Mercedes-Benz,119000.0,sedan,27,3.0,Diesel,yes,2014,A5
2575,Mitsubishi,40800.0,crossover,0,2.4,Diesel,yes,2016,T6 (Transporter)
2576,Renault,10700.0,van,265,2.0,Diesel,yes,2007,320
2577,Volkswagen,69990.0,van,1,2.0,Diesel,yes,2015,S 500
2578,Volkswagen,12500.0,sedan,128,2.0,Petrol,yes,2007,Sprinter 210
2579,Audi,15000.0,vagon,154,2.0,Diesel,yes,2008,A6
2580,Mitsubishi,6300.0,sedan,126,1.6,Petrol,yes,2006,325
2581,Renault,13500.0,hatch,10,1.6,Petrol,yes,2014,T4 (Transporter)
2582,Volkswagen,17800.0,crossover,210,3.0,Diesel,yes,2005,Tiguan
2583,Volkswagen,10000.0,van,71,1.2,Petrol,yes,2013,Q7
2584,Volkswagen,10800.0,other,146,1.6,Diesel,yes,2012,A6
2585,Mercedes-Benz,10900.0,sedan,360,5.0,Gas,yes,2001,Touran
2586,Volkswagen,15000.0,vagon,69,1.4,Petrol,yes,2012,T5 (Transporter)
2587,Volkswagen,9850.0,sedan,110,2.0,Petrol,yes,2006,V 250
2588,Mitsubishi,8500.0,crossover,320,3.0,Gas,yes,2000,Land Cruiser Prado
2589,Volkswagen,14900.0,vagon,170,1.6,Diesel,yes,2011,530
2590,Mitsubishi,11500.0,sedan,72,2.4,Petrol,yes,2006,Caddy
2591,Audi,8500.0,sedan,247,2.5,Diesel,yes,2001,ML 320
2592,Mitsubishi,12900.0,sedan,40,2.0,Petrol,yes,2013,735
2593,Mitsubishi,30500.0,sedan,72,2.0,Petrol,yes,2006,Camry
2594,Mercedes-Benz,43500.0,other,51,3.0,Diesel,yes,2014,E-Class
2595,BMW,30500.0,sedan,73,2.0,Petrol,yes,2013,Land Cruiser Prado
2596,Mercedes-Benz,1650.0,sedan,257,1.8,Gas,no,1995,X3
2597,Renault,9300.0,vagon,184,1.5,Diesel,yes,2011,Land Cruiser 200
2598,Mercedes-Benz,16300.0,van,175,2.2,Diesel,yes,2010,Kangoo
2599,Renault,5750.0,crossover,225,2.0,Gas,yes,2003,Touareg
2600,Mercedes-Benz,54500.0,sedan,29,3.0,Diesel,yes,2012,Passat B7
2601,Mercedes-Benz,11500.0,van,209,2.2,Diesel,yes,2008,T4 (Transporter)
2602,Mercedes-Benz,53500.0,crossover,46,5.5,Petrol,yes,2008,535
2603,Renault,11300.0,van,183,2.0,Diesel,yes,2011,X5
2604,Volkswagen,13900.0,crossover,156,2.0,Diesel,yes,2012,Master
2605,Audi,14300.0,sedan,175,3.0,Petrol,yes,2006,Yaris
2606,Volkswagen,7500.0,van,280,1.6,Diesel,yes,2011,Vito
2607,Volkswagen,55555.0,van,63,2.0,Diesel,yes,2013,GL 350
2608,Volkswagen,6999.0,hatch,195,1.4,Diesel,yes,2004,A4
2609,Mitsubishi,11499.0,van,98,2.4,Petrol,yes,2008,S 500
2610,BMW,2850.0,sedan,214,1.9,Petrol,no,2000,S 500
2611,Renault,7150.0,van,118,1.5,Diesel,yes,2008,750
2612,Audi,25900.0,sedan,104,2.8,Petrol,yes,2010,525
2613,Toyota,12500.0,hatch,75,1.4,Diesel,yes,2012,Pajero Wagon
2614,Mercedes-Benz,6200.0,van,196,2.2,Diesel,yes,2002,Land Cruiser Prado
2615,Toyota,28700.0,crossover,92,3.5,Gas,yes,2012,E-Class
2616,Volkswagen,6000.0,van,419,2.4,Diesel,yes,1995,525
2617,Audi,44800.0,crossover,100,3.0,Diesel,yes,2014,A6
